commodity,state,time,country,total_import_values
312 Beverages & Tobacco Products,Mississippi,2014,World Total,"5,605,645"
312 Beverages & Tobacco Products,Mississippi,2015,World Total,"5,195,591"
312 Beverages & Tobacco Products,Mississippi,2016,World Total,"5,989,089"
312 Beverages & Tobacco Products,Mississippi,2017,World Total,"8,290,736"
312 Beverages & Tobacco Products,Mississippi,2018,World Total,"7,055,108"
312 Beverages & Tobacco Products,Missouri,2014,World Total,"408,123,910"
312 Beverages & Tobacco Products,Missouri,2015,World Total,"522,945,591"
312 Beverages & Tobacco Products,Missouri,2016,World Total,"528,174,433"
312 Beverages & Tobacco Products,Missouri,2017,World Total,"519,810,381"
312 Beverages & Tobacco Products,Missouri,2018,World Total,"475,507,352"
312 Beverages & Tobacco Products,Montana,2014,World Total,"57,368,833"
312 Beverages & Tobacco Products,Montana,2015,World Total,"46,695,460"
312 Beverages & Tobacco Products,Montana,2016,World Total,"41,815,605"
312 Beverages & Tobacco Products,Montana,2017,World Total,"40,041,113"
312 Beverages & Tobacco Products,Montana,2018,World Total,"42,842,100"
312 Beverages & Tobacco Products,Nebraska,2014,World Total,"35,333,761"
312 Beverages & Tobacco Products,Nebraska,2015,World Total,"32,554,082"
312 Beverages & Tobacco Products,Nebraska,2016,World Total,"21,881,421"
312 Beverages & Tobacco Products,Nebraska,2017,World Total,"19,695,168"
312 Beverages & Tobacco Products,Nebraska,2018,World Total,"12,265,818"
312 Beverages & Tobacco Products,Nevada,2014,World Total,"254,056,865"
312 Beverages & Tobacco Products,Nevada,2015,World Total,"276,191,360"
312 Beverages & Tobacco Products,Nevada,2016,World Total,"220,880,380"
312 Beverages & Tobacco Products,Nevada,2017,World Total,"263,406,072"
312 Beverages & Tobacco Products,Nevada,2018,World Total,"288,117,468"
312 Beverages & Tobacco Products,New Hampshire,2014,World Total,"14,080,995"
312 Beverages & Tobacco Products,New Hampshire,2015,World Total,"21,760,610"
312 Beverages & Tobacco Products,New Hampshire,2016,World Total,"28,242,718"
312 Beverages & Tobacco Products,New Hampshire,2017,World Total,"22,488,953"
312 Beverages & Tobacco Products,New Hampshire,2018,World Total,"19,797,071"
312 Beverages & Tobacco Products,New Jersey,2014,World Total,"2,034,790,754"
312 Beverages & Tobacco Products,New Jersey,2015,World Total,"2,096,092,793"
312 Beverages & Tobacco Products,New Jersey,2016,World Total,"2,188,884,620"
312 Beverages & Tobacco Products,New Jersey,2017,World Total,"2,221,572,825"
312 Beverages & Tobacco Products,New Jersey,2018,World Total,"2,320,377,082"
312 Beverages & Tobacco Products,New Mexico,2014,World Total,"16,516,320"
312 Beverages & Tobacco Products,New Mexico,2015,World Total,"14,821,723"
312 Beverages & Tobacco Products,New Mexico,2016,World Total,"16,280,440"
312 Beverages & Tobacco Products,New Mexico,2017,World Total,"13,536,135"
312 Beverages & Tobacco Products,New Mexico,2018,World Total,"11,724,916"
312 Beverages & Tobacco Products,New York,2014,World Total,"2,616,194,009"
312 Beverages & Tobacco Products,New York,2015,World Total,"2,715,367,144"
312 Beverages & Tobacco Products,New York,2016,World Total,"2,912,975,295"
312 Beverages & Tobacco Products,New York,2017,World Total,"3,140,013,987"
312 Beverages & Tobacco Products,New York,2018,World Total,"3,490,932,855"
312 Beverages & Tobacco Products,North Carolina,2014,World Total,"87,362,036"
312 Beverages & Tobacco Products,North Carolina,2015,World Total,"94,917,448"
312 Beverages & Tobacco Products,North Carolina,2016,World Total,"110,012,454"
312 Beverages & Tobacco Products,North Carolina,2017,World Total,"109,523,614"
312 Beverages & Tobacco Products,North Carolina,2018,World Total,"116,575,936"
312 Beverages & Tobacco Products,North Dakota,2014,World Total,"10,141,352"
312 Beverages & Tobacco Products,North Dakota,2015,World Total,"8,115,017"
312 Beverages & Tobacco Products,North Dakota,2016,World Total,"6,468,706"
312 Beverages & Tobacco Products,North Dakota,2017,World Total,"5,901,554"
312 Beverages & Tobacco Products,North Dakota,2018,World Total,"8,205,736"
312 Beverages & Tobacco Products,Ohio,2014,World Total,"253,731,033"
312 Beverages & Tobacco Products,Ohio,2015,World Total,"212,358,126"
312 Beverages & Tobacco Products,Ohio,2016,World Total,"215,016,451"
312 Beverages & Tobacco Products,Ohio,2017,World Total,"205,530,928"
312 Beverages & Tobacco Products,Ohio,2018,World Total,"239,250,004"
312 Beverages & Tobacco Products,Oklahoma,2014,World Total,"5,200,838"
312 Beverages & Tobacco Products,Oklahoma,2015,World Total,"4,424,452"
312 Beverages & Tobacco Products,Oklahoma,2016,World Total,"3,381,078"
312 Beverages & Tobacco Products,Oklahoma,2017,World Total,"3,508,243"
312 Beverages & Tobacco Products,Oklahoma,2018,World Total,"5,127,748"
312 Beverages & Tobacco Products,Oregon,2014,World Total,"82,552,716"
312 Beverages & Tobacco Products,Oregon,2015,World Total,"86,495,051"
312 Beverages & Tobacco Products,Oregon,2016,World Total,"64,422,380"
312 Beverages & Tobacco Products,Oregon,2017,World Total,"69,631,297"
312 Beverages & Tobacco Products,Oregon,2018,World Total,"75,428,191"
312 Beverages & Tobacco Products,Pennsylvania,2014,World Total,"218,105,660"
312 Beverages & Tobacco Products,Pennsylvania,2015,World Total,"209,322,844"
312 Beverages & Tobacco Products,Pennsylvania,2016,World Total,"220,706,627"
312 Beverages & Tobacco Products,Pennsylvania,2017,World Total,"213,011,580"
312 Beverages & Tobacco Products,Pennsylvania,2018,World Total,"238,782,491"
312 Beverages & Tobacco Products,Puerto Rico,2014,World Total,"188,964,750"
312 Beverages & Tobacco Products,Puerto Rico,2015,World Total,"206,017,189"
312 Beverages & Tobacco Products,Puerto Rico,2016,World Total,"202,520,974"
312 Beverages & Tobacco Products,Puerto Rico,2017,World Total,"200,489,948"
312 Beverages & Tobacco Products,Puerto Rico,2018,World Total,"215,754,772"
312 Beverages & Tobacco Products,Rhode Island,2014,World Total,"26,984,981"
312 Beverages & Tobacco Products,Rhode Island,2015,World Total,"31,181,381"
312 Beverages & Tobacco Products,Rhode Island,2016,World Total,"31,635,192"
312 Beverages & Tobacco Products,Rhode Island,2017,World Total,"29,585,290"
312 Beverages & Tobacco Products,Rhode Island,2018,World Total,"30,181,217"
312 Beverages & Tobacco Products,South Carolina,2014,World Total,"118,512,204"
312 Beverages & Tobacco Products,South Carolina,2015,World Total,"127,533,150"
312 Beverages & Tobacco Products,South Carolina,2016,World Total,"124,336,317"
312 Beverages & Tobacco Products,South Carolina,2017,World Total,"120,344,420"
312 Beverages & Tobacco Products,South Carolina,2018,World Total,"137,371,550"
312 Beverages & Tobacco Products,South Dakota,2014,World Total,"4,874,247"
312 Beverages & Tobacco Products,South Dakota,2015,World Total,"5,216,342"
312 Beverages & Tobacco Products,South Dakota,2016,World Total,"3,508,436"
312 Beverages & Tobacco Products,South Dakota,2017,World Total,"4,003,802"
312 Beverages & Tobacco Products,South Dakota,2018,World Total,"3,160,476"
312 Beverages & Tobacco Products,Tennessee,2014,World Total,"42,340,300"
312 Beverages & Tobacco Products,Tennessee,2015,World Total,"42,486,135"
312 Beverages & Tobacco Products,Tennessee,2016,World Total,"51,945,379"
312 Beverages & Tobacco Products,Tennessee,2017,World Total,"50,162,693"
312 Beverages & Tobacco Products,Tennessee,2018,World Total,"60,085,191"
312 Beverages & Tobacco Products,Texas,2014,World Total,"1,508,616,487"
312 Beverages & Tobacco Products,Texas,2015,World Total,"1,564,963,048"
312 Beverages & Tobacco Products,Texas,2016,World Total,"1,651,617,310"
312 Beverages & Tobacco Products,Texas,2017,World Total,"1,750,277,477"
312 Beverages & Tobacco Products,Texas,2018,World Total,"1,984,409,874"
312 Beverages & Tobacco Products,US Virgin Islands,2014,World Total,"20,725,981"
312 Beverages & Tobacco Products,US Virgin Islands,2015,World Total,"19,610,696"
312 Beverages & Tobacco Products,US Virgin Islands,2016,World Total,"21,068,291"
312 Beverages & Tobacco Products,US Virgin Islands,2017,World Total,"16,148,880"
312 Beverages & Tobacco Products,US Virgin Islands,2018,World Total,"19,473,823"
312 Beverages & Tobacco Products,Utah,2014,World Total,"3,547,665"
312 Beverages & Tobacco Products,Utah,2015,World Total,"3,375,383"
312 Beverages & Tobacco Products,Utah,2016,World Total,"3,029,591"
312 Beverages & Tobacco Products,Utah,2017,World Total,"3,521,087"
312 Beverages & Tobacco Products,Utah,2018,World Total,"3,168,798"
312 Beverages & Tobacco Products,Vermont,2014,World Total,"29,784,418"
312 Beverages & Tobacco Products,Vermont,2015,World Total,"25,458,028"
312 Beverages & Tobacco Products,Vermont,2016,World Total,"27,396,267"
312 Beverages & Tobacco Products,Vermont,2017,World Total,"22,465,258"
312 Beverages & Tobacco Products,Vermont,2018,World Total,"21,117,763"
312 Beverages & Tobacco Products,Virginia,2014,World Total,"262,100,628"
312 Beverages & Tobacco Products,Virginia,2015,World Total,"257,570,932"
312 Beverages & Tobacco Products,Virginia,2016,World Total,"308,631,515"
312 Beverages & Tobacco Products,Virginia,2017,World Total,"321,162,616"
312 Beverages & Tobacco Products,Virginia,2018,World Total,"557,583,120"
312 Beverages & Tobacco Products,Washington,2014,World Total,"204,353,776"
312 Beverages & Tobacco Products,Washington,2015,World Total,"221,795,421"
312 Beverages & Tobacco Products,Washington,2016,World Total,"277,548,234"
312 Beverages & Tobacco Products,Washington,2017,World Total,"271,325,672"
312 Beverages & Tobacco Products,Washington,2018,World Total,"357,730,622"
312 Beverages & Tobacco Products,West Virginia,2014,World Total,"2,206,363"
312 Beverages & Tobacco Products,West Virginia,2015,World Total,"2,384,618"
312 Beverages & Tobacco Products,West Virginia,2016,World Total,"2,484,437"
312 Beverages & Tobacco Products,West Virginia,2017,World Total,"2,917,692"
312 Beverages & Tobacco Products,West Virginia,2018,World Total,"2,588,179"
312 Beverages & Tobacco Products,Wisconsin,2014,World Total,"72,649,825"
312 Beverages & Tobacco Products,Wisconsin,2015,World Total,"85,695,000"
312 Beverages & Tobacco Products,Wisconsin,2016,World Total,"79,234,834"
312 Beverages & Tobacco Products,Wisconsin,2017,World Total,"71,519,400"
312 Beverages & Tobacco Products,Wisconsin,2018,World Total,"67,504,299"
312 Beverages & Tobacco Products,Wyoming,2014,World Total,"1,339,350"
312 Beverages & Tobacco Products,Wyoming,2015,World Total,"1,229,797"
312 Beverages & Tobacco Products,Wyoming,2016,World Total,"1,713,489"
312 Beverages & Tobacco Products,Wyoming,2017,World Total,"1,293,018"
312 Beverages & Tobacco Products,Wyoming,2018,World Total,"1,733,459"
312 Beverages & Tobacco Products,Unknown,2014,World Total,"9,750,212"
312 Beverages & Tobacco Products,Unknown,2015,World Total,"12,597,959"
312 Beverages & Tobacco Products,Unknown,2016,World Total,"12,334,784"
312 Beverages & Tobacco Products,Unknown,2017,World Total,"6,185,827"
312 Beverages & Tobacco Products,Unknown,2018,World Total,"3,319,580"
313 Textiles & Fabrics,Alabama,2014,World Total,"118,557,703"
313 Textiles & Fabrics,Alabama,2015,World Total,"122,067,746"
313 Textiles & Fabrics,Alabama,2016,World Total,"113,969,853"
313 Textiles & Fabrics,Alabama,2017,World Total,"115,252,682"
313 Textiles & Fabrics,Alabama,2018,World Total,"139,655,496"
313 Textiles & Fabrics,Alaska,2014,World Total,"437,116"
313 Textiles & Fabrics,Alaska,2015,World Total,"363,134"
313 Textiles & Fabrics,Alaska,2016,World Total,"615,366"
313 Textiles & Fabrics,Alaska,2017,World Total,"461,620"
313 Textiles & Fabrics,Alaska,2018,World Total,"1,005,322"
313 Textiles & Fabrics,Arizona,2014,World Total,"36,808,381"
313 Textiles & Fabrics,Arizona,2015,World Total,"34,226,586"
313 Textiles & Fabrics,Arizona,2016,World Total,"41,056,354"
313 Textiles & Fabrics,Arizona,2017,World Total,"36,479,873"
313 Textiles & Fabrics,Arizona,2018,World Total,"37,919,477"
313 Textiles & Fabrics,Arkansas,2014,World Total,"46,512,078"
313 Textiles & Fabrics,Arkansas,2015,World Total,"46,068,076"
313 Textiles & Fabrics,Arkansas,2016,World Total,"39,988,961"
313 Textiles & Fabrics,Arkansas,2017,World Total,"35,836,188"
313 Textiles & Fabrics,Arkansas,2018,World Total,"44,058,725"
313 Textiles & Fabrics,California,2014,World Total,"1,687,734,763"
313 Textiles & Fabrics,California,2015,World Total,"1,658,972,894"
313 Textiles & Fabrics,California,2016,World Total,"1,606,107,023"
313 Textiles & Fabrics,California,2017,World Total,"1,536,014,593"
313 Textiles & Fabrics,California,2018,World Total,"1,620,327,973"
313 Textiles & Fabrics,Colorado,2014,World Total,"39,988,364"
313 Textiles & Fabrics,Colorado,2015,World Total,"48,996,124"
313 Textiles & Fabrics,Colorado,2016,World Total,"42,518,838"
313 Textiles & Fabrics,Colorado,2017,World Total,"32,644,354"
313 Textiles & Fabrics,Colorado,2018,World Total,"43,825,985"
313 Textiles & Fabrics,Connecticut,2014,World Total,"77,606,210"
313 Textiles & Fabrics,Connecticut,2015,World Total,"81,588,092"
313 Textiles & Fabrics,Connecticut,2016,World Total,"85,507,371"
313 Textiles & Fabrics,Connecticut,2017,World Total,"76,164,656"
313 Textiles & Fabrics,Connecticut,2018,World Total,"82,117,018"
313 Textiles & Fabrics,Delaware,2014,World Total,"12,261,136"
313 Textiles & Fabrics,Delaware,2015,World Total,"25,176,586"
313 Textiles & Fabrics,Delaware,2016,World Total,"13,403,248"
313 Textiles & Fabrics,Delaware,2017,World Total,"10,914,749"
313 Textiles & Fabrics,Delaware,2018,World Total,"16,026,176"
313 Textiles & Fabrics,Dist of Columbia,2014,World Total,"1,428,192"
313 Textiles & Fabrics,Dist of Columbia,2015,World Total,"1,043,872"
313 Textiles & Fabrics,Dist of Columbia,2016,World Total,"1,080,830"
313 Textiles & Fabrics,Dist of Columbia,2017,World Total,"1,984,942"
313 Textiles & Fabrics,Dist of Columbia,2018,World Total,"1,291,880"
313 Textiles & Fabrics,Florida,2014,World Total,"187,239,907"
313 Textiles & Fabrics,Florida,2015,World Total,"208,757,697"
313 Textiles & Fabrics,Florida,2016,World Total,"197,854,189"
313 Textiles & Fabrics,Florida,2017,World Total,"186,243,764"
313 Textiles & Fabrics,Florida,2018,World Total,"202,249,673"
313 Textiles & Fabrics,Georgia,2014,World Total,"477,156,780"
313 Textiles & Fabrics,Georgia,2015,World Total,"509,677,519"
313 Textiles & Fabrics,Georgia,2016,World Total,"497,763,944"
313 Textiles & Fabrics,Georgia,2017,World Total,"549,601,801"
313 Textiles & Fabrics,Georgia,2018,World Total,"569,905,965"
313 Textiles & Fabrics,Hawaii,2014,World Total,"12,384,039"
313 Textiles & Fabrics,Hawaii,2015,World Total,"13,681,044"
313 Textiles & Fabrics,Hawaii,2016,World Total,"13,019,934"
313 Textiles & Fabrics,Hawaii,2017,World Total,"12,787,285"
313 Textiles & Fabrics,Hawaii,2018,World Total,"11,682,535"
313 Textiles & Fabrics,Idaho,2014,World Total,"2,066,995"
313 Textiles & Fabrics,Idaho,2015,World Total,"3,638,122"
313 Textiles & Fabrics,Idaho,2016,World Total,"5,606,621"
313 Textiles & Fabrics,Idaho,2017,World Total,"5,737,097"
313 Textiles & Fabrics,Idaho,2018,World Total,"4,390,639"
313 Textiles & Fabrics,Illinois,2014,World Total,"292,425,162"
313 Textiles & Fabrics,Illinois,2015,World Total,"261,897,693"
313 Textiles & Fabrics,Illinois,2016,World Total,"268,501,624"
313 Textiles & Fabrics,Illinois,2017,World Total,"254,421,174"
313 Textiles & Fabrics,Illinois,2018,World Total,"305,045,245"
313 Textiles & Fabrics,Indiana,2014,World Total,"102,797,302"
313 Textiles & Fabrics,Indiana,2015,World Total,"95,548,143"
313 Textiles & Fabrics,Indiana,2016,World Total,"95,076,596"
313 Textiles & Fabrics,Indiana,2017,World Total,"97,452,818"
313 Textiles & Fabrics,Indiana,2018,World Total,"143,419,100"
313 Textiles & Fabrics,Iowa,2014,World Total,"68,369,574"
313 Textiles & Fabrics,Iowa,2015,World Total,"75,109,916"
313 Textiles & Fabrics,Iowa,2016,World Total,"60,044,558"
313 Textiles & Fabrics,Iowa,2017,World Total,"45,602,130"
313 Textiles & Fabrics,Iowa,2018,World Total,"40,961,104"
313 Textiles & Fabrics,Kansas,2014,World Total,"20,459,377"
313 Textiles & Fabrics,Kansas,2015,World Total,"18,406,600"
313 Textiles & Fabrics,Kansas,2016,World Total,"14,669,298"
313 Textiles & Fabrics,Kansas,2017,World Total,"21,551,426"
313 Textiles & Fabrics,Kansas,2018,World Total,"28,908,738"
313 Textiles & Fabrics,Kentucky,2014,World Total,"76,307,802"
313 Textiles & Fabrics,Kentucky,2015,World Total,"77,670,994"
313 Textiles & Fabrics,Kentucky,2016,World Total,"92,585,968"
313 Textiles & Fabrics,Kentucky,2017,World Total,"101,334,596"
313 Textiles & Fabrics,Kentucky,2018,World Total,"106,424,893"
313 Textiles & Fabrics,Louisiana,2014,World Total,"21,567,788"
313 Textiles & Fabrics,Louisiana,2015,World Total,"22,733,585"
313 Textiles & Fabrics,Louisiana,2016,World Total,"21,073,812"
313 Textiles & Fabrics,Louisiana,2017,World Total,"18,858,787"
313 Textiles & Fabrics,Louisiana,2018,World Total,"27,060,313"
313 Textiles & Fabrics,Maine,2014,World Total,"23,737,605"
313 Textiles & Fabrics,Maine,2015,World Total,"22,715,182"
313 Textiles & Fabrics,Maine,2016,World Total,"21,756,362"
313 Textiles & Fabrics,Maine,2017,World Total,"21,887,312"
313 Textiles & Fabrics,Maine,2018,World Total,"24,289,527"
313 Textiles & Fabrics,Maryland,2014,World Total,"44,775,705"
313 Textiles & Fabrics,Maryland,2015,World Total,"39,622,896"
313 Textiles & Fabrics,Maryland,2016,World Total,"43,407,664"
313 Textiles & Fabrics,Maryland,2017,World Total,"44,364,762"
313 Textiles & Fabrics,Maryland,2018,World Total,"50,498,062"
313 Textiles & Fabrics,Massachusetts,2014,World Total,"149,957,745"
313 Textiles & Fabrics,Massachusetts,2015,World Total,"158,935,368"
313 Textiles & Fabrics,Massachusetts,2016,World Total,"156,911,631"
313 Textiles & Fabrics,Massachusetts,2017,World Total,"171,618,001"
313 Textiles & Fabrics,Massachusetts,2018,World Total,"173,493,795"
313 Textiles & Fabrics,Michigan,2014,World Total,"191,259,840"
313 Textiles & Fabrics,Michigan,2015,World Total,"170,327,383"
313 Textiles & Fabrics,Michigan,2016,World Total,"146,196,116"
313 Textiles & Fabrics,Michigan,2017,World Total,"140,599,332"
313 Textiles & Fabrics,Michigan,2018,World Total,"157,889,857"
313 Textiles & Fabrics,Minnesota,2014,World Total,"87,421,941"
313 Textiles & Fabrics,Minnesota,2015,World Total,"90,057,846"
313 Textiles & Fabrics,Minnesota,2016,World Total,"88,181,593"
313 Textiles & Fabrics,Minnesota,2017,World Total,"88,040,449"
313 Textiles & Fabrics,Minnesota,2018,World Total,"99,908,740"
313 Textiles & Fabrics,Mississippi,2014,World Total,"99,668,310"
313 Textiles & Fabrics,Mississippi,2015,World Total,"121,307,628"
313 Textiles & Fabrics,Mississippi,2016,World Total,"91,742,409"
313 Textiles & Fabrics,Mississippi,2017,World Total,"118,466,279"
313 Textiles & Fabrics,Mississippi,2018,World Total,"124,869,871"
313 Textiles & Fabrics,Missouri,2014,World Total,"105,185,075"
313 Textiles & Fabrics,Missouri,2015,World Total,"107,002,778"
313 Textiles & Fabrics,Missouri,2016,World Total,"108,788,155"
313 Textiles & Fabrics,Missouri,2017,World Total,"107,401,257"
313 Textiles & Fabrics,Missouri,2018,World Total,"114,173,368"
313 Textiles & Fabrics,Montana,2014,World Total,"5,446,437"
313 Textiles & Fabrics,Montana,2015,World Total,"5,840,463"
313 Textiles & Fabrics,Montana,2016,World Total,"4,305,651"
313 Textiles & Fabrics,Montana,2017,World Total,"5,651,609"
313 Textiles & Fabrics,Montana,2018,World Total,"4,456,649"
313 Textiles & Fabrics,Nebraska,2014,World Total,"13,014,820"
313 Textiles & Fabrics,Nebraska,2015,World Total,"10,565,053"
313 Textiles & Fabrics,Nebraska,2016,World Total,"12,754,604"
313 Textiles & Fabrics,Nebraska,2017,World Total,"12,777,846"
313 Textiles & Fabrics,Nebraska,2018,World Total,"8,221,428"
313 Textiles & Fabrics,Nevada,2014,World Total,"21,692,436"
313 Textiles & Fabrics,Nevada,2015,World Total,"16,693,188"
313 Textiles & Fabrics,Nevada,2016,World Total,"13,536,051"
313 Textiles & Fabrics,Nevada,2017,World Total,"16,830,361"
313 Textiles & Fabrics,Nevada,2018,World Total,"26,875,087"
313 Textiles & Fabrics,New Hampshire,2014,World Total,"28,900,549"
313 Textiles & Fabrics,New Hampshire,2015,World Total,"22,010,492"
313 Textiles & Fabrics,New Hampshire,2016,World Total,"34,232,756"
313 Textiles & Fabrics,New Hampshire,2017,World Total,"36,707,459"
313 Textiles & Fabrics,New Hampshire,2018,World Total,"40,210,412"
313 Textiles & Fabrics,New Jersey,2014,World Total,"321,246,832"
313 Textiles & Fabrics,New Jersey,2015,World Total,"338,897,226"
313 Textiles & Fabrics,New Jersey,2016,World Total,"312,674,182"
313 Textiles & Fabrics,New Jersey,2017,World Total,"309,917,353"
313 Textiles & Fabrics,New Jersey,2018,World Total,"332,654,499"
313 Textiles & Fabrics,New Mexico,2014,World Total,"35,803,291"
313 Textiles & Fabrics,New Mexico,2015,World Total,"46,511,340"
313 Textiles & Fabrics,New Mexico,2016,World Total,"43,880,316"
313 Textiles & Fabrics,New Mexico,2017,World Total,"41,091,274"
313 Textiles & Fabrics,New Mexico,2018,World Total,"39,063,866"
313 Textiles & Fabrics,New York,2014,World Total,"974,139,408"
313 Textiles & Fabrics,New York,2015,World Total,"958,124,337"
313 Textiles & Fabrics,New York,2016,World Total,"858,146,307"
313 Textiles & Fabrics,New York,2017,World Total,"823,735,402"
313 Textiles & Fabrics,New York,2018,World Total,"821,497,895"
313 Textiles & Fabrics,North Carolina,2014,World Total,"744,514,665"
313 Textiles & Fabrics,North Carolina,2015,World Total,"846,298,519"
313 Textiles & Fabrics,North Carolina,2016,World Total,"771,772,373"
313 Textiles & Fabrics,North Carolina,2017,World Total,"764,532,183"
313 Textiles & Fabrics,North Carolina,2018,World Total,"827,551,229"
313 Textiles & Fabrics,North Dakota,2014,World Total,"7,152,054"
313 Textiles & Fabrics,North Dakota,2015,World Total,"2,076,055"
313 Textiles & Fabrics,North Dakota,2016,World Total,"2,715,931"
313 Textiles & Fabrics,North Dakota,2017,World Total,"1,864,911"
313 Textiles & Fabrics,North Dakota,2018,World Total,"7,438,655"
313 Textiles & Fabrics,Ohio,2014,World Total,"218,318,892"
313 Textiles & Fabrics,Ohio,2015,World Total,"228,452,518"
313 Textiles & Fabrics,Ohio,2016,World Total,"199,292,617"
313 Textiles & Fabrics,Ohio,2017,World Total,"181,745,428"
313 Textiles & Fabrics,Ohio,2018,World Total,"198,567,605"
313 Textiles & Fabrics,Oklahoma,2014,World Total,"135,389,682"
313 Textiles & Fabrics,Oklahoma,2015,World Total,"123,653,537"
313 Textiles & Fabrics,Oklahoma,2016,World Total,"120,917,394"
313 Textiles & Fabrics,Oklahoma,2017,World Total,"124,509,536"
313 Textiles & Fabrics,Oklahoma,2018,World Total,"140,298,353"
313 Textiles & Fabrics,Oregon,2014,World Total,"38,627,767"
313 Textiles & Fabrics,Oregon,2015,World Total,"42,029,172"
313 Textiles & Fabrics,Oregon,2016,World Total,"42,614,443"
313 Textiles & Fabrics,Oregon,2017,World Total,"46,797,946"
313 Textiles & Fabrics,Oregon,2018,World Total,"48,030,234"
313 Textiles & Fabrics,Pennsylvania,2014,World Total,"219,988,860"
313 Textiles & Fabrics,Pennsylvania,2015,World Total,"245,405,306"
313 Textiles & Fabrics,Pennsylvania,2016,World Total,"241,247,260"
313 Textiles & Fabrics,Pennsylvania,2017,World Total,"231,659,374"
313 Textiles & Fabrics,Pennsylvania,2018,World Total,"280,270,626"
313 Textiles & Fabrics,Puerto Rico,2014,World Total,"12,667,685"
313 Textiles & Fabrics,Puerto Rico,2015,World Total,"11,437,002"
313 Textiles & Fabrics,Puerto Rico,2016,World Total,"11,837,813"
313 Textiles & Fabrics,Puerto Rico,2017,World Total,"9,108,002"
313 Textiles & Fabrics,Puerto Rico,2018,World Total,"10,843,960"
313 Textiles & Fabrics,Rhode Island,2014,World Total,"28,659,529"
313 Textiles & Fabrics,Rhode Island,2015,World Total,"36,682,821"
313 Textiles & Fabrics,Rhode Island,2016,World Total,"31,431,190"
313 Textiles & Fabrics,Rhode Island,2017,World Total,"30,860,176"
313 Textiles & Fabrics,Rhode Island,2018,World Total,"29,214,355"
313 Textiles & Fabrics,South Carolina,2014,World Total,"439,715,635"
313 Textiles & Fabrics,South Carolina,2015,World Total,"457,639,528"
313 Textiles & Fabrics,South Carolina,2016,World Total,"464,657,207"
313 Textiles & Fabrics,South Carolina,2017,World Total,"488,810,118"
313 Textiles & Fabrics,South Carolina,2018,World Total,"527,047,341"
313 Textiles & Fabrics,South Dakota,2014,World Total,"4,942,249"
313 Textiles & Fabrics,South Dakota,2015,World Total,"5,756,565"
313 Textiles & Fabrics,South Dakota,2016,World Total,"7,504,750"
313 Textiles & Fabrics,South Dakota,2017,World Total,"8,187,605"
313 Textiles & Fabrics,South Dakota,2018,World Total,"9,546,138"
313 Textiles & Fabrics,Tennessee,2014,World Total,"136,141,307"
313 Textiles & Fabrics,Tennessee,2015,World Total,"128,806,495"
313 Textiles & Fabrics,Tennessee,2016,World Total,"130,002,478"
313 Textiles & Fabrics,Tennessee,2017,World Total,"131,414,593"
313 Textiles & Fabrics,Tennessee,2018,World Total,"164,589,909"
313 Textiles & Fabrics,Texas,2014,World Total,"678,421,860"
313 Textiles & Fabrics,Texas,2015,World Total,"701,692,017"
313 Textiles & Fabrics,Texas,2016,World Total,"685,855,926"
313 Textiles & Fabrics,Texas,2017,World Total,"706,258,959"
313 Textiles & Fabrics,Texas,2018,World Total,"752,811,210"
313 Textiles & Fabrics,US Virgin Islands,2014,World Total,"69,705"
313 Textiles & Fabrics,US Virgin Islands,2015,World Total,"141,547"
313 Textiles & Fabrics,US Virgin Islands,2016,World Total,"57,394"
313 Textiles & Fabrics,US Virgin Islands,2017,World Total,"7,615"
313 Textiles & Fabrics,US Virgin Islands,2018,World Total,"142,467"
313 Textiles & Fabrics,Utah,2014,World Total,"32,946,328"
313 Textiles & Fabrics,Utah,2015,World Total,"30,995,724"
313 Textiles & Fabrics,Utah,2016,World Total,"29,132,884"
313 Textiles & Fabrics,Utah,2017,World Total,"37,816,562"
313 Textiles & Fabrics,Utah,2018,World Total,"44,758,231"
313 Textiles & Fabrics,Vermont,2014,World Total,"12,787,191"
313 Textiles & Fabrics,Vermont,2015,World Total,"15,872,653"
313 Textiles & Fabrics,Vermont,2016,World Total,"10,170,527"
313 Textiles & Fabrics,Vermont,2017,World Total,"10,455,309"
313 Textiles & Fabrics,Vermont,2018,World Total,"11,136,423"
313 Textiles & Fabrics,Virginia,2014,World Total,"161,990,278"
313 Textiles & Fabrics,Virginia,2015,World Total,"155,344,555"
313 Textiles & Fabrics,Virginia,2016,World Total,"154,795,871"
313 Textiles & Fabrics,Virginia,2017,World Total,"151,040,135"
313 Textiles & Fabrics,Virginia,2018,World Total,"155,403,557"
313 Textiles & Fabrics,Washington,2014,World Total,"99,494,592"
313 Textiles & Fabrics,Washington,2015,World Total,"113,817,693"
313 Textiles & Fabrics,Washington,2016,World Total,"113,998,732"
313 Textiles & Fabrics,Washington,2017,World Total,"91,890,792"
313 Textiles & Fabrics,Washington,2018,World Total,"109,085,788"
313 Textiles & Fabrics,West Virginia,2014,World Total,"1,165,559"
313 Textiles & Fabrics,West Virginia,2015,World Total,"1,227,982"
313 Textiles & Fabrics,West Virginia,2016,World Total,"1,363,709"
313 Textiles & Fabrics,West Virginia,2017,World Total,"1,252,290"
313 Textiles & Fabrics,West Virginia,2018,World Total,"5,521,214"
313 Textiles & Fabrics,Wisconsin,2014,World Total,"101,597,932"
