"commodity","state","time","country","total_exports_value"
"113 Forestry Products, Nesoi","Mississippi","2016","World Total","5,558,436"
"113 Forestry Products, Nesoi","Mississippi","2017","World Total","19,694,911"
"113 Forestry Products, Nesoi","Mississippi","2018","World Total","7,326,094"
"113 Forestry Products, Nesoi","Missouri","2014","World Total","31,910,738"
"113 Forestry Products, Nesoi","Missouri","2015","World Total","44,044,375"
"113 Forestry Products, Nesoi","Missouri","2016","World Total","39,859,641"
"113 Forestry Products, Nesoi","Missouri","2017","World Total","64,228,145"
"113 Forestry Products, Nesoi","Missouri","2018","World Total","75,610,232"
"113 Forestry Products, Nesoi","Montana","2014","World Total","100,944"
"113 Forestry Products, Nesoi","Montana","2015","World Total","147,504"
"113 Forestry Products, Nesoi","Montana","2016","World Total","98,801"
"113 Forestry Products, Nesoi","Montana","2017","World Total","523,837"
"113 Forestry Products, Nesoi","Montana","2018","World Total","669,980"
"113 Forestry Products, Nesoi","Nebraska","2014","World Total","390,731"
"113 Forestry Products, Nesoi","Nebraska","2015","World Total","365,880"
"113 Forestry Products, Nesoi","Nebraska","2016","World Total","221,301"
"113 Forestry Products, Nesoi","Nebraska","2017","World Total","177,546"
"113 Forestry Products, Nesoi","Nebraska","2018","World Total","103,187"
"113 Forestry Products, Nesoi","Nevada","2014","World Total","535,724"
"113 Forestry Products, Nesoi","Nevada","2015","World Total","260,016"
"113 Forestry Products, Nesoi","Nevada","2016","World Total","676,403"
"113 Forestry Products, Nesoi","Nevada","2017","World Total","1,419,125"
"113 Forestry Products, Nesoi","Nevada","2018","World Total","1,496,893"
"113 Forestry Products, Nesoi","New Hampshire","2014","World Total","18,442,373"
"113 Forestry Products, Nesoi","New Hampshire","2015","World Total","16,635,069"
"113 Forestry Products, Nesoi","New Hampshire","2016","World Total","19,560,108"
"113 Forestry Products, Nesoi","New Hampshire","2017","World Total","22,425,628"
"113 Forestry Products, Nesoi","New Hampshire","2018","World Total","22,059,472"
"113 Forestry Products, Nesoi","New Jersey","2014","World Total","109,028,995"
"113 Forestry Products, Nesoi","New Jersey","2015","World Total","128,871,005"
"113 Forestry Products, Nesoi","New Jersey","2016","World Total","106,983,479"
"113 Forestry Products, Nesoi","New Jersey","2017","World Total","113,433,208"
"113 Forestry Products, Nesoi","New Jersey","2018","World Total","104,709,031"
"113 Forestry Products, Nesoi","New Mexico","2014","World Total","1,356,828"
"113 Forestry Products, Nesoi","New Mexico","2015","World Total","1,432,658"
"113 Forestry Products, Nesoi","New Mexico","2016","World Total","1,144,689"
"113 Forestry Products, Nesoi","New Mexico","2017","World Total","1,625,489"
"113 Forestry Products, Nesoi","New Mexico","2018","World Total","1,629,933"
"113 Forestry Products, Nesoi","New York","2014","World Total","144,379,576"
"113 Forestry Products, Nesoi","New York","2015","World Total","128,941,230"
"113 Forestry Products, Nesoi","New York","2016","World Total","129,172,154"
"113 Forestry Products, Nesoi","New York","2017","World Total","146,926,507"
"113 Forestry Products, Nesoi","New York","2018","World Total","173,927,777"
"113 Forestry Products, Nesoi","North Carolina","2014","World Total","128,516,710"
"113 Forestry Products, Nesoi","North Carolina","2015","World Total","89,821,662"
"113 Forestry Products, Nesoi","North Carolina","2016","World Total","63,883,713"
"113 Forestry Products, Nesoi","North Carolina","2017","World Total","80,103,731"
"113 Forestry Products, Nesoi","North Carolina","2018","World Total","91,088,561"
"113 Forestry Products, Nesoi","North Dakota","2014","World Total","371,540"
"113 Forestry Products, Nesoi","North Dakota","2015","World Total","488,373"
"113 Forestry Products, Nesoi","North Dakota","2016","World Total","257,695"
"113 Forestry Products, Nesoi","North Dakota","2017","World Total","62,372"
"113 Forestry Products, Nesoi","North Dakota","2018","World Total","23,527"
"113 Forestry Products, Nesoi","Ohio","2014","World Total","75,298,368"
"113 Forestry Products, Nesoi","Ohio","2015","World Total","66,662,145"
"113 Forestry Products, Nesoi","Ohio","2016","World Total","60,421,570"
"113 Forestry Products, Nesoi","Ohio","2017","World Total","69,564,864"
"113 Forestry Products, Nesoi","Ohio","2018","World Total","79,962,701"
"113 Forestry Products, Nesoi","Oklahoma","2014","World Total","2,733,685"
"113 Forestry Products, Nesoi","Oklahoma","2015","World Total","188,018"
"113 Forestry Products, Nesoi","Oklahoma","2016","World Total","395,445"
"113 Forestry Products, Nesoi","Oklahoma","2017","World Total","523,501"
"113 Forestry Products, Nesoi","Oklahoma","2018","World Total","710,519"
"113 Forestry Products, Nesoi","Oregon","2014","World Total","97,099,446"
"113 Forestry Products, Nesoi","Oregon","2015","World Total","62,402,162"
"113 Forestry Products, Nesoi","Oregon","2016","World Total","80,471,713"
"113 Forestry Products, Nesoi","Oregon","2017","World Total","90,507,883"
"113 Forestry Products, Nesoi","Oregon","2018","World Total","105,332,420"
"113 Forestry Products, Nesoi","Pennsylvania","2014","World Total","74,861,261"
"113 Forestry Products, Nesoi","Pennsylvania","2015","World Total","64,159,964"
"113 Forestry Products, Nesoi","Pennsylvania","2016","World Total","108,793,028"
"113 Forestry Products, Nesoi","Pennsylvania","2017","World Total","130,593,186"
"113 Forestry Products, Nesoi","Pennsylvania","2018","World Total","119,920,324"
"113 Forestry Products, Nesoi","Puerto Rico","2014","World Total","1,284,064"
"113 Forestry Products, Nesoi","Puerto Rico","2015","World Total","1,009,600"
"113 Forestry Products, Nesoi","Puerto Rico","2016","World Total","2,090,602"
"113 Forestry Products, Nesoi","Puerto Rico","2017","World Total","4,755,766"
"113 Forestry Products, Nesoi","Puerto Rico","2018","World Total","13,152,862"
"113 Forestry Products, Nesoi","Rhode Island","2014","World Total","81,035"
"113 Forestry Products, Nesoi","Rhode Island","2015","World Total","157,358"
"113 Forestry Products, Nesoi","Rhode Island","2016","World Total","218,096"
"113 Forestry Products, Nesoi","Rhode Island","2017","World Total","546,630"
"113 Forestry Products, Nesoi","Rhode Island","2018","World Total","320,927"
"113 Forestry Products, Nesoi","South Carolina","2014","World Total","48,446,794"
"113 Forestry Products, Nesoi","South Carolina","2015","World Total","36,558,680"
"113 Forestry Products, Nesoi","South Carolina","2016","World Total","51,674,085"
"113 Forestry Products, Nesoi","South Carolina","2017","World Total","69,491,938"
"113 Forestry Products, Nesoi","South Carolina","2018","World Total","59,373,294"
"113 Forestry Products, Nesoi","South Dakota","2014","World Total","148,020"
"113 Forestry Products, Nesoi","South Dakota","2015","World Total","125,536"
"113 Forestry Products, Nesoi","South Dakota","2016","World Total","42,031"
"113 Forestry Products, Nesoi","South Dakota","2017","World Total","15,849"
"113 Forestry Products, Nesoi","South Dakota","2018","World Total","73,096"
"113 Forestry Products, Nesoi","Tennessee","2014","World Total","68,274,540"
"113 Forestry Products, Nesoi","Tennessee","2015","World Total","64,473,206"
"113 Forestry Products, Nesoi","Tennessee","2016","World Total","60,354,185"
"113 Forestry Products, Nesoi","Tennessee","2017","World Total","70,660,101"
"113 Forestry Products, Nesoi","Tennessee","2018","World Total","70,736,300"
"113 Forestry Products, Nesoi","Texas","2014","World Total","33,183,053"
"113 Forestry Products, Nesoi","Texas","2015","World Total","27,368,172"
"113 Forestry Products, Nesoi","Texas","2016","World Total","22,189,097"
"113 Forestry Products, Nesoi","Texas","2017","World Total","23,219,426"
"113 Forestry Products, Nesoi","Texas","2018","World Total","43,017,850"
"113 Forestry Products, Nesoi","US Virgin Islands","2016","World Total","12,000"
"113 Forestry Products, Nesoi","Utah","2014","World Total","1,711,885"
"113 Forestry Products, Nesoi","Utah","2015","World Total","1,379,853"
"113 Forestry Products, Nesoi","Utah","2016","World Total","1,874,340"
"113 Forestry Products, Nesoi","Utah","2017","World Total","1,501,521"
"113 Forestry Products, Nesoi","Utah","2018","World Total","1,490,165"
"113 Forestry Products, Nesoi","Vermont","2014","World Total","17,407,522"
"113 Forestry Products, Nesoi","Vermont","2015","World Total","14,006,670"
"113 Forestry Products, Nesoi","Vermont","2016","World Total","12,862,867"
"113 Forestry Products, Nesoi","Vermont","2017","World Total","13,486,031"
"113 Forestry Products, Nesoi","Vermont","2018","World Total","14,843,205"
"113 Forestry Products, Nesoi","Virginia","2014","World Total","66,984,738"
"113 Forestry Products, Nesoi","Virginia","2015","World Total","62,245,410"
"113 Forestry Products, Nesoi","Virginia","2016","World Total","58,720,865"
"113 Forestry Products, Nesoi","Virginia","2017","World Total","90,274,178"
"113 Forestry Products, Nesoi","Virginia","2018","World Total","74,578,179"
"113 Forestry Products, Nesoi","Washington","2014","World Total","1,030,156,349"
"113 Forestry Products, Nesoi","Washington","2015","World Total","691,062,683"
"113 Forestry Products, Nesoi","Washington","2016","World Total","703,806,255"
"113 Forestry Products, Nesoi","Washington","2017","World Total","771,513,819"
"113 Forestry Products, Nesoi","Washington","2018","World Total","727,344,260"
"113 Forestry Products, Nesoi","West Virginia","2014","World Total","16,855,010"
"113 Forestry Products, Nesoi","West Virginia","2015","World Total","16,499,461"
"113 Forestry Products, Nesoi","West Virginia","2016","World Total","18,093,480"
"113 Forestry Products, Nesoi","West Virginia","2017","World Total","32,558,952"
"113 Forestry Products, Nesoi","West Virginia","2018","World Total","26,886,603"
"113 Forestry Products, Nesoi","Wisconsin","2014","World Total","21,370,485"
"113 Forestry Products, Nesoi","Wisconsin","2015","World Total","20,335,745"
"113 Forestry Products, Nesoi","Wisconsin","2016","World Total","22,778,147"
"113 Forestry Products, Nesoi","Wisconsin","2017","World Total","33,641,298"
"113 Forestry Products, Nesoi","Wisconsin","2018","World Total","40,491,966"
"113 Forestry Products, Nesoi","Wyoming","2014","World Total","41,084"
"113 Forestry Products, Nesoi","Wyoming","2015","World Total","12,709"
"113 Forestry Products, Nesoi","Wyoming","2016","World Total","33,195"
"113 Forestry Products, Nesoi","Wyoming","2017","World Total","2,594"
"113 Forestry Products, Nesoi","Wyoming","2018","World Total","91,610"
"113 Forestry Products, Nesoi","Unknown","2014","World Total","87,881,331"
"113 Forestry Products, Nesoi","Unknown","2015","World Total","123,894,530"
"113 Forestry Products, Nesoi","Unknown","2016","World Total","116,550,380"
"113 Forestry Products, Nesoi","Unknown","2017","World Total","100,455,940"
"113 Forestry Products, Nesoi","Unknown","2018","World Total","71,842,163"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alabama","2014","World Total","3,675,889"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alabama","2015","World Total","3,973,774"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alabama","2016","World Total","2,561,191"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alabama","2017","World Total","2,693,535"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alabama","2018","World Total","2,733,390"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alaska","2014","World Total","2,366,456,875"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alaska","2015","World Total","2,447,232,003"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alaska","2016","World Total","2,218,000,608"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alaska","2017","World Total","2,534,230,333"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Alaska","2018","World Total","2,447,058,189"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arizona","2014","World Total","5,640,309"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arizona","2015","World Total","574,410"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arizona","2016","World Total","1,895,006"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arizona","2017","World Total","1,398,169"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arizona","2018","World Total","4,284,855"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arkansas","2014","World Total","934,925"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arkansas","2015","World Total","659,955"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arkansas","2016","World Total","482,959"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arkansas","2017","World Total","872,442"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Arkansas","2018","World Total","1,590,433"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","California","2014","World Total","316,359,016"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","California","2015","World Total","242,577,449"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","California","2016","World Total","262,046,930"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","California","2017","World Total","318,472,570"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","California","2018","World Total","298,518,324"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Colorado","2014","World Total","361,800"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Colorado","2015","World Total","378,507"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Colorado","2016","World Total","535,298"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Colorado","2017","World Total","591,386"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Colorado","2018","World Total","496,832"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Connecticut","2014","World Total","6,407,841"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Connecticut","2015","World Total","11,919,270"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Connecticut","2016","World Total","7,765,690"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Connecticut","2017","World Total","8,044,586"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Connecticut","2018","World Total","3,786,320"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Delaware","2014","World Total","1,949,223"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Delaware","2015","World Total","1,237,382"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Delaware","2016","World Total","775,293"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Delaware","2017","World Total","855,254"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Delaware","2018","World Total","1,674,244"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Dist of Columbia","2014","World Total","51,329"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Dist of Columbia","2015","World Total","70,614"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Dist of Columbia","2016","World Total","71,276"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Dist of Columbia","2017","World Total","323,163"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Dist of Columbia","2018","World Total","503,743"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Florida","2014","World Total","337,566,583"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Florida","2015","World Total","329,923,203"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Florida","2016","World Total","280,142,228"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Florida","2017","World Total","311,263,893"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Florida","2018","World Total","335,015,188"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Georgia","2014","World Total","16,362,858"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Georgia","2015","World Total","14,716,500"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Georgia","2016","World Total","22,197,190"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Georgia","2017","World Total","22,560,239"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Georgia","2018","World Total","18,600,091"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Hawaii","2014","World Total","34,236,370"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Hawaii","2015","World Total","28,477,092"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Hawaii","2016","World Total","23,153,381"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Hawaii","2017","World Total","26,229,430"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Hawaii","2018","World Total","27,740,247"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Idaho","2014","World Total","655,056"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Idaho","2015","World Total","694,406"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Idaho","2016","World Total","504,901"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Idaho","2017","World Total","546,410"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Idaho","2018","World Total","700,050"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Illinois","2014","World Total","13,924,030"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Illinois","2015","World Total","10,492,255"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Illinois","2016","World Total","13,560,944"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Illinois","2017","World Total","18,250,693"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Illinois","2018","World Total","13,310,970"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Indiana","2014","World Total","589,335"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Indiana","2015","World Total","399,970"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Indiana","2016","World Total","266,854"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Indiana","2017","World Total","980,983"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Indiana","2018","World Total","642,240"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Iowa","2014","World Total","14,443,726"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Iowa","2015","World Total","10,054,357"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Iowa","2016","World Total","16,989,631"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Iowa","2017","World Total","3,404,736"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Iowa","2018","World Total","6,074,894"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kansas","2014","World Total","4,059"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kansas","2015","World Total","211,222"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kansas","2016","World Total","22,204"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kansas","2017","World Total","218,781"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kansas","2018","World Total","20,444"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kentucky","2014","World Total","799,385"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kentucky","2015","World Total","703,062"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kentucky","2016","World Total","989,065"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kentucky","2017","World Total","921,576"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Kentucky","2018","World Total","1,368,884"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Louisiana","2014","World Total","99,616,505"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Louisiana","2015","World Total","82,616,832"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Louisiana","2016","World Total","114,481,941"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Louisiana","2017","World Total","77,460,591"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Louisiana","2018","World Total","97,411,122"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maine","2014","World Total","433,574,131"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maine","2015","World Total","432,886,077"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maine","2016","World Total","489,056,707"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maine","2017","World Total","421,942,893"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maine","2018","World Total","474,299,053"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maryland","2014","World Total","4,038,333"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maryland","2015","World Total","5,432,432"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maryland","2016","World Total","4,063,009"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maryland","2017","World Total","6,004,434"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Maryland","2018","World Total","4,104,630"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Massachusetts","2014","World Total","520,248,230"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Massachusetts","2015","World Total","477,281,085"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Massachusetts","2016","World Total","493,637,398"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Massachusetts","2017","World Total","441,197,883"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Massachusetts","2018","World Total","379,407,599"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Michigan","2014","World Total","6,208,359"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Michigan","2015","World Total","5,711,644"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Michigan","2016","World Total","8,631,098"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Michigan","2017","World Total","7,891,440"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Michigan","2018","World Total","3,495,855"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Minnesota","2014","World Total","11,020,339"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Minnesota","2015","World Total","16,063,125"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Minnesota","2016","World Total","29,422,025"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Minnesota","2017","World Total","13,702,302"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Minnesota","2018","World Total","17,029,856"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Mississippi","2014","World Total","6,148,847"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Mississippi","2015","World Total","4,340,241"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Mississippi","2016","World Total","2,962,147"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Mississippi","2017","World Total","2,597,216"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Mississippi","2018","World Total","3,404,864"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Missouri","2014","World Total","1,660,219"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Missouri","2015","World Total","624,966"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Missouri","2016","World Total","1,189,911"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Missouri","2017","World Total","3,263,190"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Missouri","2018","World Total","1,678,923"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Montana","2014","World Total","418,479"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Montana","2015","World Total","548,042"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Montana","2016","World Total","217,235"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Montana","2017","World Total","1,290,901"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Montana","2018","World Total","125,476"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nebraska","2014","World Total","554,740"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nebraska","2015","World Total","300,404"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nebraska","2016","World Total","391,103"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nebraska","2017","World Total","5,135,110"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nebraska","2018","World Total","899,467"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nevada","2014","World Total","928,479"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nevada","2015","World Total","755,018"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nevada","2016","World Total","1,011,159"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nevada","2017","World Total","399,897"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Nevada","2018","World Total","1,133,733"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Hampshire","2014","World Total","27,261,412"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Hampshire","2015","World Total","30,538,164"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Hampshire","2016","World Total","38,353,536"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Hampshire","2017","World Total","40,585,035"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Hampshire","2018","World Total","51,580,097"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Jersey","2014","World Total","42,265,197"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Jersey","2015","World Total","34,566,922"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Jersey","2016","World Total","42,059,092"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Jersey","2017","World Total","49,661,116"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Jersey","2018","World Total","50,893,484"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Mexico","2014","World Total","375,893"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Mexico","2015","World Total","24,564"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Mexico","2016","World Total","4,931"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Mexico","2017","World Total","196,825"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New Mexico","2018","World Total","73,138"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New York","2014","World Total","81,311,601"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New York","2015","World Total","99,813,676"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New York","2016","World Total","103,252,827"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New York","2017","World Total","99,495,807"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","New York","2018","World Total","71,819,221"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Carolina","2014","World Total","4,711,975"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Carolina","2015","World Total","4,979,121"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Carolina","2016","World Total","3,876,550"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Carolina","2017","World Total","4,566,125"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Carolina","2018","World Total","4,344,382"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Dakota","2014","World Total","604,922"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Dakota","2015","World Total","7,069"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Dakota","2016","World Total","6,496"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Dakota","2017","World Total","717,967"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","North Dakota","2018","World Total","5,522"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Ohio","2014","World Total","4,839,069"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Ohio","2015","World Total","4,198,583"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Ohio","2016","World Total","5,882,567"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Ohio","2017","World Total","8,000,115"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Ohio","2018","World Total","9,229,356"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oklahoma","2014","World Total","21,133,711"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oklahoma","2015","World Total","2,275,899"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oklahoma","2016","World Total","1,611,650"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oklahoma","2017","World Total","74,385"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oklahoma","2018","World Total","85,231"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oregon","2014","World Total","49,125,596"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oregon","2015","World Total","27,359,251"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oregon","2016","World Total","36,717,114"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oregon","2017","World Total","51,009,653"
"114 Fish, Fresh/chilled/frozen & Other Marine Products","Oregon","2018","World Total","67,713,489"
